reviewText,overall,product,sentiment,reviewTime,cleaned_text,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,afinn_score,label
"Perfect product, exactly what I needed and arrived quickly The screen quality is excellent.",5,keyboard,positive,2020-12-13,perfect product exactly what i needed and arrived quickly the screen quality is excellent,perfect product exactly needed arrived quickly screen quality excellent,0.8126,0.381,0.0,0.619,8.0,2
"Waste of money, does not work as described at all The screen quality is terrible.",2,monitor,negative,2022-01-14,waste of money does not work as described at all the screen quality is terrible,waste money not work described screen quality terrible,-0.7096,0.0,0.312,0.688,-5.0,0
"Very disappointed with the quality, feels cheap and breaks easily The screen quality is terrible.",1,speaker,negative,2021-06-12,very disappointed with the quality feels cheap and breaks easily the screen quality is terrible,disappointed quality feel cheap break easily screen quality terrible,-0.624,0.115,0.311,0.574,-1.0,0
"Broke after one week, very frustrating and disappointing experience The design is terrible.",1,laptop,negative,2023-03-10,broke after one week very frustrating and disappointing experience the design is terrible,broke one week frustrating disappointing experience design terrible,-0.911,0.0,0.582,0.418,-8.0,0
"Terrible product, stopped working after just two days of use The customer service is terrible.",2,mouse,negative,2022-04-17,terrible product stopped working after just two days of use the customer service is terrible,terrible product stopped working two day use customer service terrible,-0.7964,0.0,0.403,0.597,-7.0,0
"Decent product for the price, some minor issues but overall acceptable The design is average.",3,keyboard,neutral,2022-11-15,decent product for the price some minor issues but overall acceptable the design is average,decent product price minor issue overall acceptable design average,0.4497,0.174,0.0,0.826,1.0,1
"Acceptable quality, arrived on time and packaging was adequate The customer service is average.",3,laptop,neutral,2023-10-29,acceptable quality arrived on time and packaging was adequate the customer service is average,acceptable quality arrived time packaging adequate customer service average,0.4939,0.259,0.0,0.741,4.0,1
"Very bad quality, returned it immediately after opening the box The design is terrible.",2,headphones,negative,2023-06-25,very bad quality returned it immediately after opening the box the design is terrible,bad quality returned immediately opening box design terrible,-0.7841,0.0,0.365,0.635,-4.0,0
"Product is okay, nothing special but does the job adequately The price is average.",3,camera,neutral,2020-01-17,product is okay nothing special but does the job adequately the price is average,product okay nothing special job adequately price average,-0.0462,0.096,0.108,0.796,0.0,1
"Great quality for the price, very happy with my purchase The delivery is excellent.",5,smartphone,positive,2023-03-13,great quality for the price very happy with my purchase the delivery is excellent,great quality price happy purchase delivery excellent,0.9152,0.517,0.0,0.483,11.0,2
"Very disappointed with the quality, feels cheap and breaks easily The price is terrible.",2,speaker,negative,2023-10-02,very disappointed with the quality feels cheap and breaks easily the price is terrible,disappointed quality feel cheap break easily price terrible,-0.624,0.121,0.326,0.553,-3.0,0
Super fast shipping and the product works exactly as advertised The design is excellent.,5,camera,positive,2022-08-10,super fast shipping and the product works exactly as advertised the design is excellent,super fast shipping product work exactly advertised design excellent,0.8225,0.388,0.0,0.612,6.0,2
"Great quality for the price, very happy with my purchase The build quality is excellent.",4,mouse,positive,2022-06-06,great quality for the price very happy with my purchase the build quality is excellent,great quality price happy purchase build quality excellent,0.9152,0.496,0.0,0.504,13.0,2
"Amazing value for money, will definitely buy again from this seller The customer service is excellent.",4,keyboard,positive,2021-12-02,amazing value for money will definitely buy again from this seller the customer service is excellent,amazing value money definitely buy seller customer service excellent,0.9118,0.512,0.0,0.488,7.0,2
"Mediocre product, expected better quality for the price paid The price is average.",3,speaker,neutral,2020-08-22,mediocre product expected better quality for the price paid the price is average,mediocre product expected better quality price paid price average,0.4404,0.195,0.0,0.805,4.0,1
"Horrible product, nothing like the description or photos shown The battery life is terrible.",1,speaker,negative,2020-10-25,horrible product nothing like the description or photos shown the battery life is terrible,horrible product nothing like description photo shown battery life terrible,-0.8276,0.0,0.442,0.558,-4.0,0
"Its fine, does what it says but there are better options available The customer service is average.",3,monitor,neutral,2020-03-05,its fine does what it says but there are better options available the customer service is average,fine say better option available customer service average,0.6428,0.259,0.0,0.741,4.0,1
"Works as described, not amazing but not terrible either The battery life is average.",3,keyboard,neutral,2022-05-30,works as described not amazing but not terrible either the battery life is average,work described not amazing not terrible either battery life average,0.3171,0.192,0.117,0.691,1.0,1
"Poor quality and bad customer service, would not recommend The battery life is terrible.",1,headphones,negative,2023-11-01,poor quality and bad customer service would not recommend the battery life is terrible,poor quality bad customer service would not recommend battery life terrible,-0.8959,0.0,0.541,0.459,-4.0,0
